cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms,chip_atten,ours_atten,excess_atten
420,84.0,84.0,8.0,33.0,33.0,0.0,0.0,1.0,1972.0,674.2,1938.0,707.9,0.9524,1.0175,691.9,685.0,0.025581731464084267,-0.03343065693430658,0.05901238839839085
421,84.0,88.0,8.0,33.0,35.0,2.0,0.005165,0.969704,1968.0,603.8,1845.0,649.9,0.9291,1.0667,691.9,685.0,0.12733053909524505,0.05124087591240878,0.07608966318283628
422,84.0,92.0,8.0,33.0,37.0,4.0,0.010015,0.917524,2125.0,626.8,1955.0,661.3,0.9477,1.087,691.9,685.0,0.09408874114756471,0.03459854014598551,0.0594902010015792
423,84.0,96.0,8.0,33.0,40.0,7.0,0.01457,0.911749,2012.0,635.4,1963.0,640.9,0.9914,1.025,691.9,685.0,0.08165919930625809,0.06437956204379569,0.0172796372624624
424,84.0,100.0,8.0,33.0,42.0,9.0,0.018862,0.910056,2191.0,635.6,1845.0,633.4,1.0034,1.1875,691.9,685.0,0.0813701401936695,0.07532846715328467,0.006041673040384832
425,84.0,104.0,8.0,33.0,45.0,12.0,0.022902,0.861836,2260.0,656.2,1932.0,644.0,1.0189,1.1698,691.9,685.0,0.051597051597051524,0.05985401459854012,-0.008256963001488593
426,84.0,108.0,8.0,33.0,48.0,15.0,0.026684,0.805712,2227.0,659.3,1935.0,638.0,1.0333,1.1509,691.9,685.0,0.04711663535192956,0.06861313868613139,-0.021496503334201833
427,84.0,112.0,8.0,33.0,51.0,18.0,0.030247,0.797006,2378.0,677.2,1845.0,643.5,1.0523,1.2889,691.9,685.0,0.021245844775256484,0.060583941605839464,-0.03933809683058298
428,84.0,116.0,8.0,33.0,54.0,21.0,0.03359,0.764024,2386.0,686.4,1869.0,642.0,1.0692,1.2766,691.9,685.0,0.007949125596184436,0.06277372262773717,-0.054824597031552735
429,88.0,88.0,8.0,35.0,35.0,0.0,0.0,1.0,2169.0,700.1,1878.0,663.0,1.056,1.155,667.7,680.2,-0.04852478658079962,0.025286680388121208,-0.07381146696892082
430,88.0,92.0,8.0,35.0,37.0,2.0,0.00485,0.949304,2110.0,620.3,1892.0,613.0,1.0119,1.1152,667.7,680.2,0.07098996555339232,0.0987944722140548,-0.027804506660662476
431,88.0,96.0,8.0,35.0,40.0,5.0,0.009405,0.922196,2066.0,627.5,2098.0,634.7,0.9887,0.9847,667.7,680.2,0.06020667964654791,0.0668920905615995,-0.006685410915051593
432,88.0,100.0,8.0,35.0,42.0,7.0,0.013697,0.921126,2076.0,629.1,2056.0,642.0,0.98,1.0097,667.7,680.2,0.0578103938894714,0.056159952955013304,0.0016504409344580973
433,88.0,104.0,8.0,35.0,45.0,10.0,0.017737,0.887807,2257.0,655.6,2161.0,629.1,1.042,1.0444,667.7,680.2,0.018121911037891292,0.07512496324610407,-0.05700305220821278
434,88.0,108.0,8.0,35.0,48.0,13.0,0.021519,0.837783,2124.0,655.0,2207.0,654.5,1.0008,0.9624,667.7,680.2,0.019020518196795067,0.037783004998529934,-0.018762486801734868
435,88.0,112.0,8.0,35.0,51.0,16.0,0.025082,0.819624,2164.0,658.5,2152.0,633.7,1.039,1.0056,667.7,680.2,0.013778643103190102,0.06836224639811816,-0.05458360329492806
436,88.0,116.0,8.0,35.0,54.0,19.0,0.028425,0.785481,2325.0,677.5,2279.0,619.9,1.0929,1.0202,667.7,680.2,-0.014677250262093766,0.08865039694207599,-0.10332764720416976
437,92.0,92.0,8.0,37.0,37.0,0.0,0.0,1.0,2194.0,691.4,1960.0,681.5,1.0145,1.1194,690.2,681.3,-0.001738626485076722,-0.0002935564362249732,-0.0014450700488517487
438,92.0,96.0,8.0,37.0,40.0,3.0,0.004555,0.97239,2044.0,633.0,1977.0,625.0,1.0128,1.0339,690.2,681.3,0.08287452912199367,0.0826361367972992,0.0002383923246944697
439,92.0,100.0,8.0,37.0,42.0,5.0,0.008847,0.968955,2088.0,630.1,1821.0,528.6,1.192,1.1466,690.2,681.3,0.08707620979426256,0.22413033905768376,-0.1370541292634212
440,92.0,104.0,8.0,37.0,45.0,8.0,0.012887,0.915874,2282.0,674.2,1192.0,458.2,1.4716,1.9144,690.2,681.3,0.023181686467690477,0.327462204608836,-0.30428051814114554
441,92.0,108.0,8.0,37.0,48.0,11.0,0.016669,0.878587,2342.0,671.9,1513.0,497.5,1.3506,1.5479,690.2,681.3,0.02651405389742112,0.2697783648906502,-0.2432643109932291
442,92.0,112.0,8.0,37.0,51.0,14.0,0.020232,0.859355,2241.0,669.1,1746.0,518.3,1.2909,1.2835,690.2,681.3,0.030570849029266878,0.23924849552326433,-0.20867764649399745
443,92.0,116.0,8.0,37.0,54.0,17.0,0.023575,0.823104,2382.0,698.7,1645.0,467.8,1.4935,1.448,690.2,681.3,-0.012315270935960632,0.3133714956700425,-0.32568676660600315
444,96.0,96.0,8.0,40.0,40.0,0.0,0.0,1.0,2340.0,713.1,2215.0,699.6,1.0193,1.0564,683.3,679.5,-0.04361188350651268,-0.029580573951434985,-0.014031309555077698
445,96.0,100.0,8.0,40.0,42.0,2.0,0.004292,0.995045,2316.0,663.3,2215.0,661.9,1.002,1.0456,683.3,679.5,0.029269720474169425,0.025901398086828564,0.0033683223873408608
446,96.0,104.0,8.0,40.0,45.0,5.0,0.008332,0.929336,2310.0,681.1,2215.0,671.1,1.0149,1.0429,683.3,679.5,0.0032196692521585524,0.01236203090507726,-0.009142361652918707
447,96.0,108.0,8.0,40.0,48.0,8.0,0.012114,0.896188,2285.0,692.2,2341.0,670.8,1.0319,0.9761,683.3,679.5,-0.013025025611005603,0.01280353200883011,-0.025828557619835713
448,96.0,112.0,8.0,40.0,51.0,11.0,0.015677,0.887523,2290.0,698.9,2241.0,668.9,1.0448,1.0219,683.3,679.5,-0.02283038196985232,0.01559970566593083,-0.03843008763578315
449,96.0,116.0,8.0,40.0,54.0,14.0,0.01902,0.854764,2318.0,712.2,2371.0,678.5,1.0497,0.9776,683.3,679.5,-0.04229474608517503,0.0014716703458425018,-0.04376641643101753
450,100.0,100.0,8.0,42.0,42.0,0.0,0.0,1.0,2395.0,744.6,2320.0,657.9,1.1318,1.0323,732.3,703.9,-0.016796394920114865,0.06535019178860635,-0.08214658670872121
451,100.0,104.0,8.0,42.0,45.0,3.0,0.00404,0.933245,2360.0,692.6,2343.0,642.9,1.0773,1.0073,732.3,703.9,0.054212754335654645,0.08666003693706492,-0.03244728260141028
452,100.0,108.0,8.0,42.0,48.0,6.0,0.007822,0.897637,2487.0,680.7,2337.0,623.3,1.0921,1.0642,732.3,703.9,0.07046292503072504,0.11450490126438417,-0.04404197623365913
453,100.0,112.0,8.0,42.0,51.0,9.0,0.011385,0.891228,2612.0,707.2,2294.0,644.4,1.0975,1.1386,732.3,703.9,0.034275570121534815,0.08452905242221909,-0.05025348230068427
454,100.0,116.0,8.0,42.0,54.0,12.0,0.014728,0.862709,2586.0,703.3,2163.0,637.4,1.1034,1.1956,732.3,703.9,0.03960125631571765,0.09447364682483306,-0.05487239050911541
455,104.0,104.0,8.0,45.0,45.0,0.0,0.0,1.0,2503.0,649.5,2385.0,735.5,0.8832,1.0495,701.7,692.5,0.07439076528430955,-0.06209386281588447,0.13648462810019402
456,104.0,108.0,8.0,45.0,48.0,3.0,0.003782,0.938075,2383.0,552.0,2384.0,717.6,0.7691,0.9996,701.7,692.5,0.21333903377511765,-0.036245487364620965,0.2495845211397386
457,104.0,112.0,8.0,45.0,51.0,6.0,0.007345,0.924261,2317.0,537.3,2384.0,717.6,0.7488,0.9719,701.7,692.5,0.23428815733219333,-0.036245487364620965,0.2705336446968143
458,104.0,116.0,8.0,45.0,54.0,9.0,0.010688,0.900822,2518.0,557.7,2441.0,729.5,0.7645,1.0315,701.7,692.5,0.20521590423257796,-0.053429602888086736,0.2586455071206647
459,108.0,108.0,8.0,48.0,48.0,0.0,0.0,1.0,2444.0,688.3,2335.0,577.9,1.191,1.0467,684.0,673.0,-0.00628654970760234,0.14130757800891536,-0.1475941277165177
460,108.0,112.0,8.0,48.0,51.0,3.0,0.003563,0.981019,2430.0,659.3,2244.0,567.2,1.1624,1.0829,684.0,673.0,0.036111111111111205,0.15720653789004446,-0.12109542677893326
461,108.0,116.0,8.0,48.0,54.0,6.0,0.006906,0.940547,2589.0,627.0,2332.0,573.8,1.0927,1.1102,684.0,673.0,0.08333333333333337,0.14739970282317982,-0.06406636948984645
462,112.0,112.0,8.0,51.0,51.0,0.0,0.0,1.0,2555.0,706.5,2383.0,745.2,0.9481,1.0722,685.6,660.4,-0.030484247374562345,-0.12840702604482135,0.097922778670259
463,112.0,116.0,8.0,51.0,54.0,3.0,0.003343,0.966774,2569.0,683.5,2470.0,728.1,0.9387,1.0401,685.6,660.4,0.003063010501750285,-0.10251362810417941,0.1055766386059297
464,116.0,116.0,8.0,54.0,54.0,0.0,0.0,1.0,2529.0,745.7,2385.0,596.9,1.2493,1.0604,693.8,688.6,-0.07480541942923047,0.13316874818472269,-0.20797416761395315
465,0.0,0.0,20.0,9.0,9.0,0.0,0.0,1.0,7002.0,4636.7,7681.0,4601.1,1.0077,0.9116,4636.1,4601.7,-0.00012941912383235277,0.00013038659625774773,-0.0002598057200901005
466,0.0,4.0,20.0,9.0,9.0,0.0,0.018604,1.0,7374.0,4654.8,7680.0,4520.0,1.0298,0.9602,4636.1,4601.7,-0.004033562692780546,0.017754308190451318,-0.021787870883231863
467,0.0,8.0,20.0,9.0,10.0,1.0,0.036097,0.987532,6744.0,3590.3,7681.0,3794.0,0.9463,0.878,4636.1,4601.7,0.22557753284010273,0.17552208966251603,0.0500554431775867
468,0.0,12.0,20.0,9.0,11.0,2.0,0.05254,0.95772,6722.0,3174.5,7681.0,3744.2,0.8478,0.8751,4636.1,4601.7,0.3152649856560472,0.18634417715192209,0.12892080850412513
469,0.0,16.0,20.0,9.0,11.0,2.0,0.068003,0.95772,6650.0,3062.5,7681.0,3737.8,0.8193,0.8658,4636.1,4601.7,0.33942322210478637,0.18773496751200636,0.15168825459278001
470,0.0,20.0,20.0,9.0,12.0,3.0,0.082511,0.954119,6742.0,3146.8,7681.0,4135.7,0.7609,0.8778,4636.1,4601.7,0.3212398352063157,0.10126692309363927,0.21997291211267644
471,0.0,24.0,20.0,9.0,13.0,4.0,0.096126,0.80102,6889.0,3171.4,7681.0,3903.7,0.8124,0.8969,4636.1,4601.7,0.3159336511291819,0.15168307364669575,0.16425057748248617
472,0.0,28.0,20.0,9.0,14.0,5.0,0.108925,0.797819,7266.0,3229.6,7681.0,3850.3,0.8388,0.946,4636.1,4601.7,0.3033799961174264,0.16328748071364918,0.1400925154037772
473,0.0,32.0,20.0,9.0,15.0,6.0,0.121416,0.794403,7384.0,3243.2,8455.0,4062.6,0.7983,0.8733,4636.1,4601.7,0.3004464959772223,0.11715235673772739,0.1832941392394949
474,0.0,36.0,20.0,9.0,16.0,7.0,0.132826,0.734962,7275.0,3496.6,7681.0,3835.8,0.9116,0.9471,4636.1,4601.7,0.2457884860119498,0.1664384901232152,0.07934999588873459
475,0.0,40.0,20.0,9.0,17.0,8.0,0.143564,0.731091,6965.0,3511.2,7681.0,3764.2,0.9328,0.9068,4636.1,4601.7,0.2426392873320249,0.18199795727665868,0.060641330055366205
476,0.0,44.0,20.0,9.0,18.0,9.0,0.153662,0.609835,7020.0,3459.9,8290.0,3832.5,0.9028,0.8468,4636.1,4601.7,0.25370462241970626,0.16715561640263377,0.0865490060170725
477,0.0,48.0,20.0,9.0,19.0,10.0,0.163168,0.607893,8011.0,3439.4,8733.0,3779.7,0.91,0.9173,4636.1,4601.7,0.2581264424839844,0.17862963687332944,0.07949680561065497
478,0.0,52.0,20.0,9.0,20.0,11.0,0.172096,0.60402,7748.0,3369.0,7681.0,3766.0,0.8946,1.0087,4636.1,4601.7,0.2733116196803348,0.18160679748788489,0.09170482219244991
479,0.0,56.0,20.0,9.0,21.0,12.0,0.180522,0.556244,7786.0,3622.4,7681.0,3810.6,0.9506,1.0137,4636.1,4601.7,0.2186536097150623,0.17191472716604728,0.04673888254901504
480,0.0,60.0,20.0,9.0,23.0,14.0,0.18842,0.479235,9038.0,3541.7,9744.0,3829.0,0.925,0.9275,4636.1,4601.7,0.23606048187053785,0.16791620488080494,0.06814427698973291
481,0.0,64.0,20.0,9.0,24.0,15.0,0.195822,0.475977,8668.0,3553.5,7681.0,3858.8,0.9209,1.1285,4636.1,4601.7,0.23351523910183136,0.1614403372666623,0.07207490183516907
482,0.0,68.0,20.0,9.0,26.0,17.0,0.20279,0.446252,9567.0,3400.6,8697.0,3818.7,0.8905,1.1,4636.1,4601.7,0.2664955458251549,0.17015450811656563,0.09634103770858926
483,0.0,72.0,20.0,9.0,27.0,18.0,0.209318,0.443621,9548.0,3358.2,9386.0,3810.6,0.8813,1.0173,4636.1,4601.7,0.2756411639093205,0.17191472716604728,0.1037264367432732
484,0.0,76.0,20.0,9.0,29.0,20.0,0.215419,0.385358,10323.0,3355.3,7946.0,3712.8,0.9037,1.2991,4636.1,4601.7,0.27626668967451096,0.1931677423560857,0.08309894731842526
485,0.0,80.0,20.0,9.0,31.0,22.0,0.221482,0.365365,10467.0,3347.7,7681.0,3529.6,0.9485,1.3627,4636.1,4601.7,0.27790599857638976,0.23297911641349933,0.044926882162890425
486,0.0,84.0,20.0,9.0,33.0,24.0,0.226974,0.324358,8756.0,3096.5,7681.0,3515.0,0.8809,1.14,4636.1,4601.7,0.3320894717542763,0.23615185692244167,0.0959376148318346
487,0.0,88.0,20.0,9.0,35.0,26.0,0.232139,0.308884,8471.0,3208.8,7681.0,3440.6,0.9326,1.1029,4636.1,4601.7,0.3078665257436207,0.25231979485842193,0.05554673088519879
488,0.0,92.0,20.0,9.0,37.0,28.0,0.236989,0.295049,7983.0,3082.8,7681.0,3476.7,0.8867,1.0393,4636.1,4601.7,0.33504454174845233,0.24447486798357132,0.09056967376488101
489,0.0,96.0,20.0,9.0,40.0,31.0,0.241544,0.281429,7645.0,3016.8,7681.0,3488.6,0.8648,0.9953,4636.1,4601.7,0.3492806453700309,0.24188886715778946,0.10739177821224144
490,0.0,100.0,20.0,9.0,42.0,33.0,0.245836,0.279943,7492.0,2943.6,7681.0,3599.8,0.8177,0.9754,4636.1,4601.7,0.3650697784775998,0.21772388465132442,0.1473458938262754
491,0.0,104.0,20.0,9.0,45.0,36.0,0.249876,0.255188,8725.0,3107.7,7681.0,3629.0,0.8564,1.1359,4636.1,4601.7,0.32967364810940236,0.21137840363343974,0.11829524447596262
492,0.0,108.0,20.0,9.0,48.0,39.0,0.253658,0.245478,8374.0,3157.9,7681.0,3643.5,0.8667,1.0902,4636.1,4601.7,0.31884558141541386,0.2082273942238737,0.11061818719154015
493,0.0,112.0,20.0,9.0,51.0,42.0,0.257221,0.236817,8033.0,3152.0,9332.0,3762.6,0.8377,0.8608,4636.1,4601.7,0.3201182027997671,0.18234565486667964,0.13777254793308746
494,0.0,116.0,20.0,9.0,54.0,45.0,0.260564,0.235173,10233.0,3517.6,9443.0,3864.1,0.9103,1.0837,4636.1,4601.7,0.24125881667781113,0.16028858899971743,0.0809702276780937
495,4.0,4.0,20.0,9.0,9.0,0.0,0.0,1.0,7379.0,4656.3,7613.0,4587.5,1.015,0.9693,4622.3,4562.9,-0.007355645457888915,-0.00539130815928468,-0.001964337298604235
496,4.0,8.0,20.0,9.0,10.0,1.0,0.017493,0.987532,7115.0,3489.4,7585.0,3910.2,0.8924,0.938,4622.3,4562.9,0.24509443350712845,0.14304499331565446,0.102049440191474
497,4.0,12.0,20.0,9.0,11.0,2.0,0.033936,0.95772,7113.0,3278.1,7585.0,3840.7,0.8535,0.9378,4622.3,4562.9,0.2908076066027736,0.15827653465997504,0.13253107194279856
498,4.0,16.0,20.0,9.0,11.0,2.0,0.049399,0.95772,7112.0,3194.4,7585.0,3864.9,0.8265,0.9376,4622.3,4562.9,0.3089154749799883,0.15297289004799575,0.15594258493199253
499,4.0,20.0,20.0,9.0,12.0,3.0,0.063907,0.954119,7107.0,3324.1,7585.0,4111.9,0.8084,0.937,4622.3,4562.9,0.2808558509832768,0.09884064958688554,0.18201520139639127
500,4.0,24.0,20.0,9.0,13.0,4.0,0.077522,0.80102,7107.0,3205.4,7585.0,3657.2,0.8765,0.937,4622.3,4562.9,0.30653570733184776,0.1984921869863464,0.10804352034550135
501,4.0,28.0,20.0,9.0,14.0,5.0,0.090321,0.797819,7234.0,3235.5,7585.0,3704.4,0.8734,0.9537,4622.3,4562.9,0.30002379767648146,0.1881478884043042,0.11187590927217728
502,4.0,32.0,20.0,9.0,15.0,6.0,0.102812,0.794403,8374.0,3984.1,8445.0,3880.5,1.0267,0.9916,4622.3,4562.9,0.1380697920948446,0.14955401170308347,-0.011484219608238866
503,4.0,36.0,20.0,9.0,16.0,7.0,0.114222,0.734962,7126.0,3489.1,7585.0,3728.7,0.9357,0.9395,4622.3,4562.9,0.2451593362611687,0.18282232790549868,0.06233700835567002
504,4.0,40.0,20.0,9.0,17.0,8.0,0.12496,0.731091,7289.0,3543.1,7585.0,3785.7,0.9359,0.961,4622.3,4562.9,0.23347684053393336,0.17033027241447318,0.06314656811946018
505,4.0,44.0,20.0,9.0,18.0,9.0,0.135058,0.609835,8757.0,3718.0,8865.0,3874.8,0.9595,0.9878,4622.3,4562.9,0.1956385349284988,0.15080321725218604,0.04483531767631277
506,4.0,48.0,20.0,9.0,19.0,10.0,0.144564,0.607893,7254.0,3506.7,8789.0,3772.6,0.9295,0.8253,4622.3,4562.9,0.24135170802414385,0.1732012535887264,0.06815045443541745
507,4.0,52.0,20.0,9.0,20.0,11.0,0.153492,0.60402,7698.0,3501.0,7585.0,3876.3,0.9032,1.0149,4622.3,4562.9,0.24258486035090754,0.1504744789497906,0.09211038140111694
508,4.0,56.0,20.0,9.0,21.0,12.0,0.161918,0.556244,7935.0,3587.7,7585.0,3883.3,0.9239,1.0461,4622.3,4562.9,0.2238279644332909,0.14894036687194534,0.07488759756134555
509,4.0,60.0,20.0,9.0,23.0,14.0,0.169816,0.479235,8924.0,3701.8,9563.0,3768.8,0.9822,0.9332,4622.3,4562.9,0.19914328364666944,0.17403405728812804,0.025109226358541403
510,4.0,64.0,20.0,9.0,24.0,15.0,0.177218,0.475977,8706.0,3849.8,7585.0,3792.8,1.015,1.1478,4622.3,4562.9,0.1671245916535058,0.1687742444498016,-0.0016496527962958085
511,4.0,68.0,20.0,9.0,26.0,17.0,0.184186,0.446252,7788.0,3096.5,9001.0,3655.1,0.8472,0.8652,4622.3,4562.9,0.3300954070484391,0.19895242060969998,0.13114298643873912
512,4.0,72.0,20.0,9.0,27.0,18.0,0.190714,0.443621,7601.0,3127.0,9587.0,3666.2,0.8529,0.7928,4622.3,4562.9,0.32349696038768583,0.1965197571719739,0.12697720321571193
513,4.0,76.0,20.0,9.0,29.0,20.0,0.196815,0.385358,7822.0,3182.1,7883.0,3720.0,0.8554,0.9923,4622.3,4562.9,0.3115764878956364,0.18472901005939202,0.1268474778362444
514,4.0,80.0,20.0,9.0,31.0,22.0,0.202878,0.365365,7189.0,3149.5,9130.0,3845.8,0.8189,0.7874,4622.3,4562.9,0.3186292538346711,0.1571588244318305,0.16147042940284062
515,4.0,84.0,20.0,9.0,33.0,24.0,0.20837,0.324358,8143.0,3404.2,9182.0,4013.1,0.8483,0.8868,4622.3,4562.9,0.2635268156545444,0.12049354577132954,0.14303326988321485
516,4.0,88.0,20.0,9.0,35.0,26.0,0.213535,0.308884,10001.0,3634.4,10630.0,3928.3,0.9252,0.9408,4622.3,4562.9,0.21372476905436688,0.13907821780008323,0.07464655125428366
517,4.0,92.0,20.0,9.0,37.0,28.0,0.218385,0.295049,11029.0,3656.0,9422.0,3814.3,0.9585,1.1706,4622.3,4562.9,0.2090517707634728,0.16406232878213411,0.044989441981338696
518,4.0,96.0,20.0,9.0,40.0,31.0,0.22294,0.281429,10876.0,3616.8,9515.0,3671.3,0.9852,1.143,4622.3,4562.9,0.21753239729139173,0.19540204694382945,0.022130350347562278
519,4.0,100.0,20.0,9.0,42.0,33.0,0.227232,0.279943,11562.0,3566.9,9018.0,3626.9,0.9835,1.2821,4622.3,4562.9,0.22832788871341103,0.20513270069473355,0.02319518801867748
520,4.0,104.0,20.0,9.0,45.0,36.0,0.231272,0.255188,12423.0,3594.6,8729.0,3581.0,1.0038,1.4232,4622.3,4562.9,0.2223352010903663,0.21519209274803297,0.0071431083423333375
521,4.0,108.0,20.0,9.0,48.0,39.0,0.235054,0.245478,10940.0,3364.7,8469.0,3363.2,1.0004,1.2918,4622.3,4562.9,0.27207234493650356,0.2629248942558461,0.009147450680657476
522,4.0,112.0,20.0,9.0,51.0,42.0,0.238617,0.236817,8155.0,2904.6,7585.0,3092.0,0.9394,1.0751,4622.3,4562.9,0.3716115353828181,0.3223607793289355,0.04925075605388263
523,4.0,116.0,20.0,9.0,54.0,45.0,0.24196,0.235173,8799.0,2882.4,7585.0,3189.6,0.9037,1.1601,4622.3,4562.9,0.37641433918179257,0.30097087378640774,0.07544346539538482
524,8.0,8.0,20.0,10.0,10.0,0.0,0.0,1.0,7437.0,4736.6,7984.0,4655.2,1.0175,0.9315,4753.6,4668.8,0.003576236957253398,0.0029129540781357433,0.0006632828791176548
525,8.0,12.0,20.0,10.0,11.0,1.0,0.016443,0.962258,7219.0,3791.3,7964.0,3914.7,0.9685,0.9065,4753.6,4668.8,0.20243604846852914,0.16151901987662787,0.04091702859190127
526,8.0,16.0,20.0,10.0,11.0,1.0,0.031906,0.962258,7122.0,3618.5,7964.0,3864.9,0.9362,0.8943,4753.6,4668.8,0.23878744530461127,0.17218557230980125,0.06660187299481002
527,8.0,20.0,20.0,10.0,12.0,2.0,0.046414,0.959462,7064.0,3450.8,7964.0,3887.5,0.8877,0.887,4753.6,4668.8,0.2740659710535174,0.16734492803289924,0.10672104302061813
528,8.0,24.0,20.0,10.0,13.0,3.0,0.060029,0.825127,7655.0,3378.4,7964.0,4244.5,0.7959,0.9612,4753.6,4668.8,0.2892965331538203,0.09087988348183695,0.19841664967198336
529,8.0,28.0,20.0,10.0,14.0,4.0,0.072828,0.81083,7245.0,3340.1,7964.0,4132.3,0.8083,0.9097,4753.6,4668.8,0.29735358465163253,0.11491175462645642,0.1824418300251761
530,8.0,32.0,20.0,10.0,15.0,5.0,0.085319,0.807358,6996.0,3289.9,7964.0,4001.4,0.8222,0.8785,4753.6,4668.8,0.3079140020195221,0.14294893762851268,0.16496506439100944
531,8.0,36.0,20.0,10.0,16.0,6.0,0.096729,0.762107,6919.0,2980.4,7964.0,3990.0,0.747,0.8688,4753.6,4668.8,0.37302255132951867,0.14539067854694998,0.2276318727825687
532,8.0,40.0,20.0,10.0,17.0,7.0,0.107467,0.756477,7411.0,3470.2,7964.0,4031.9,0.8607,0.9306,4753.6,4668.8,0.26998485358465174,0.13641620973269364,0.1335686438519581
533,8.0,44.0,20.0,10.0,18.0,8.0,0.117565,0.622408,7462.0,3519.6,7964.0,3968.9,0.8868,0.937,4753.6,4668.8,0.25959272972063285,0.1499100411240576,0.10968268859657526
534,8.0,48.0,20.0,10.0,19.0,9.0,0.127071,0.620426,8084.0,3770.8,8808.0,3993.6,0.9442,0.9178,4753.6,4668.8,0.20674856950521714,0.14461960246744354,0.0621289670377736
535,8.0,52.0,20.0,10.0,20.0,10.0,0.135999,0.61803,8146.0,3767.3,7964.0,4074.8,0.9246,1.0229,4753.6,4668.8,0.20748485358465163,0.12722755311857437,0.08025730046607726
536,8.0,56.0,20.0,10.0,21.0,11.0,0.144425,0.616308,8000.0,3706.7,7964.0,3976.9,0.932,1.0045,4753.6,4668.8,0.2202330865028611,0.14819653872515426,0.07203654777770685
