cell,low_b0,high_b0,b2,chip_atten,ours_atten,spec_atten,chip_residual,ours_residual
63,8,24,8,0.2699844479004666,0.09680480860487195,0.1966130867300092,0.0733713611704574,-0.09980827812513726
64,8,28,8,0.27542768273716955,0.11800063271116734,0.24070547335168258,0.03472220938548698,-0.12270484064051523
65,8,32,8,0.27496111975116644,0.13856374565011076,0.25605751568109314,0.0189036040700733,-0.11749377003098238
66,8,36,8,0.32954898911353026,0.1350838342296743,0.28496244052651754,0.04458654858701272,-0.14987860629684324
67,8,40,8,0.23219284603421464,0.13571654539702638,0.26068495392386204,-0.0284921078896474,-0.12496840852683566
68,8,44,8,0.23110419906687407,0.15453970262575145,0.27170119004855164,-0.04059699098167757,-0.11716148742280019
69,8,48,8,0.19424572317262823,0.14963619107877257,0.26140720405431683,-0.0671614808816886,-0.11177101297554426
70,8,52,8,0.1892690513219285,0.13192027839291376,0.22687840859000064,-0.03760935726807213,-0.09495813019708688
71,8,56,8,0.20575427682737168,0.15453970262575145,0.2938571080526793,-0.0881028312253076,-0.13931740542692783
72,8,60,8,0.18227060653188187,0.11926605504587173,0.2523196686093657,-0.07004906207748385,-0.133053613563494
73,8,64,8,0.153810264385692,0.12891490034799113,0.271560620319689,-0.11775035593399696,-0.14264571997169784
74,8,68,8,0.17667185069984448,0.1255931667193927,0.290845949915745,-0.11417409921590049,-0.16525278319635228
75,8,72,8,0.28429237947122865,0.12227143309079413,0.2818835744763438,0.002408804994884828,-0.1596121413855497
76,8,76,8,0.3220839813374806,0.11863334387851943,0.2783388276094043,0.0437451537280763,-0.1597054837308849
77,8,80,8,0.34479004665629853,0.13555836760518825,0.2969912200315099,0.047798826624788626,-0.16143285242632166
78,8,84,8,0.34447900466562986,0.13714014552356857,0.27490024472194563,0.06957875994368423,-0.13776009919837706
79,8,88,8,0.3284603421461897,0.18617526099335657,0.30473169356305874,0.02372864858313095,-0.11855643256970216
80,8,92,8,0.3261275272161742,0.17636823789939893,0.2794891710837566,0.046638356132417624,-0.10312093318435767
