cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms
792,52,112,20,20,51,31,0.085125,0.476187,15146.0,4209.0,14420.0,5214.5,0.8072,1.0503,5100.9,5658.9
793,52,116,20,20,54,34,0.088468,0.448200,14832.0,3565.8,15496.0,5215.4,0.6837,0.9572,5100.9,5658.9
794,56,56,20,21,21,0,0.000000,1.000000,11856.0,5239.0,10773.0,5072.5,1.0328,1.1005,5184.8,5109.2
795,56,60,20,21,23,2,0.007898,0.901900,11901.0,4217.0,10400.0,4557.4,0.9253,1.1443,5184.8,5109.2
796,56,64,20,21,24,3,0.015300,0.898870,12801.0,4379.9,11347.0,4783.7,0.9156,1.1281,5184.8,5109.2
797,56,68,20,21,26,5,0.022268,0.896912,12626.0,4413.8,10250.0,4639.9,0.9513,1.2318,5184.8,5109.2
798,56,72,20,21,27,6,0.028796,0.894861,12611.0,4493.3,10250.0,4512.6,0.9957,1.2303,5184.8,5109.2
799,56,76,20,21,29,8,0.034897,0.848391,13554.0,4803.2,10937.0,4628.2,1.0378,1.2393,5184.8,5109.2
800,56,80,20,21,31,10,0.040960,0.818795,12899.0,4669.9,10250.0,4359.0,1.0713,1.2584,5184.8,5109.2
801,56,84,20,21,33,12,0.046452,0.753372,14405.0,4642.6,11394.0,4311.8,1.0767,1.2643,5184.8,5109.2
802,56,88,20,21,35,14,0.051617,0.743785,13589.0,4803.5,10836.0,4236.0,1.1340,1.2541,5184.8,5109.2
803,56,92,20,21,37,16,0.056467,0.650446,15256.0,4800.9,11797.0,4203.1,1.1422,1.2932,5184.8,5109.2
804,56,96,20,21,40,19,0.061022,0.636406,15410.0,4917.6,10250.0,3966.5,1.2398,1.5034,5184.8,5109.2
805,56,100,20,21,42,21,0.065314,0.634215,15726.0,4937.2,10250.0,3876.8,1.2735,1.5342,5184.8,5109.2
806,56,104,20,21,45,24,0.069354,0.592085,16559.0,5013.1,10250.0,4003.0,1.2523,1.6155,5184.8,5109.2
807,56,108,20,21,48,27,0.073136,0.515432,16873.0,5034.3,10250.0,4002.9,1.2577,1.6461,5184.8,5109.2
808,56,112,20,21,51,30,0.076699,0.504607,18034.0,4815.7,10339.0,4067.9,1.1838,1.7443,5184.8,5109.2
809,56,116,20,21,54,33,0.080042,0.473167,14151.0,4409.7,10250.0,3952.9,1.1156,1.3806,5184.8,5109.2
810,60,60,20,23,23,0,0.000000,1.000000,11801.0,5401.0,13359.0,5178.5,1.0430,0.8834,5254.7,5224.2
811,60,64,20,23,24,1,0.007402,0.993421,12290.0,4658.0,13015.0,4613.2,1.0097,0.9443,5254.7,5224.2
812,60,68,20,23,26,3,0.014370,0.951277,12588.0,4524.5,13015.0,4733.0,0.9560,0.9672,5254.7,5224.2
813,60,72,20,23,27,4,0.020898,0.950372,12992.0,4416.1,13015.0,4706.0,0.9384,0.9982,5254.7,5224.2
814,60,76,20,23,29,6,0.026999,0.897093,12875.0,4699.1,13015.0,4689.5,1.0020,0.9892,5254.7,5224.2
815,60,80,20,23,31,8,0.033062,0.880511,13812.0,4742.1,13015.0,4684.4,1.0123,1.0612,5254.7,5224.2
816,60,84,20,23,33,10,0.038554,0.823914,14253.0,4720.5,13015.0,4616.5,1.0225,1.0951,5254.7,5224.2
817,60,88,20,23,35,12,0.043719,0.804607,14588.0,4809.6,13015.0,4375.1,1.0993,1.1209,5254.7,5224.2
818,60,92,20,23,37,14,0.048569,0.759629,14896.0,4893.2,13015.0,4313.3,1.1345,1.1445,5254.7,5224.2
819,60,96,20,23,40,17,0.053124,0.739229,14829.0,4667.1,13015.0,4056.5,1.1505,1.1394,5254.7,5224.2
820,60,100,20,23,42,19,0.057416,0.736368,14269.0,4400.8,13015.0,4005.3,1.0988,1.0964,5254.7,5224.2
821,60,104,20,23,45,22,0.061456,0.648138,13787.0,4178.2,13015.0,3905.8,1.0697,1.0593,5254.7,5224.2
822,60,108,20,23,48,25,0.065238,0.600738,14285.0,4301.3,13015.0,3857.0,1.1152,1.0976,5254.7,5224.2
823,60,112,20,23,51,28,0.068801,0.581700,15109.0,4332.8,13015.0,3807.9,1.1379,1.1609,5254.7,5224.2
824,60,116,20,23,54,31,0.072144,0.522450,15085.0,4441.4,13015.0,3792.1,1.1713,1.1590,5254.7,5224.2
825,64,64,20,24,24,0,0.000000,1.000000,12329.0,5316.0,11713.0,5264.7,1.0097,1.0526,5314.4,5258.0
826,64,68,20,24,26,2,0.006968,0.955498,12717.0,4405.9,11711.0,4557.4,0.9668,1.0859,5314.4,5258.0
827,64,72,20,24,27,3,0.013496,0.951396,12571.0,4410.0,11713.0,4612.3,0.9561,1.0733,5314.4,5258.0
828,64,76,20,24,29,5,0.019597,0.899677,12855.0,4722.3,11713.0,4562.8,1.0349,1.0975,5314.4,5258.0
829,64,80,20,24,31,7,0.025660,0.889397,12742.0,4700.3,11713.0,4441.2,1.0583,1.0879,5314.4,5258.0
830,64,84,20,24,33,9,0.031152,0.836402,13536.0,4835.6,11713.0,4664.8,1.0366,1.1556,5314.4,5258.0
831,64,88,20,24,35,11,0.036317,0.810724,14075.0,4726.4,11713.0,4624.1,1.0221,1.2017,5314.4,5258.0
832,64,92,20,24,37,13,0.041167,0.759547,13792.0,4789.1,11896.0,4841.3,0.9892,1.1594,5314.4,5258.0
833,64,96,20,24,40,16,0.045722,0.751464,13761.0,4892.7,13586.0,4791.2,1.0212,1.0129,5314.4,5258.0
834,64,100,20,24,42,18,0.050014,0.748461,14563.0,4978.8,12298.0,4654.6,1.0696,1.1842,5314.4,5258.0
835,64,104,20,24,45,21,0.054054,0.652760,15397.0,5084.3,13445.0,4948.0,1.0276,1.1452,5314.4,5258.0
836,64,108,20,24,48,24,0.057836,0.614145,16314.0,5179.8,14609.0,5062.0,1.0233,1.1167,5314.4,5258.0
837,64,112,20,24,51,27,0.061399,0.603249,16738.0,5127.4,14152.0,5012.0,1.0230,1.1827,5314.4,5258.0
838,64,116,20,24,54,30,0.064742,0.545731,15877.0,5142.5,13875.0,4997.1,1.0291,1.1443,5314.4,5258.0
839,68,68,20,26,26,0,0.000000,1.000000,13164.0,4919.4,10589.0,5008.3,0.9823,1.2432,5131.3,5002.2
840,68,72,20,26,27,1,0.006528,0.994368,13785.0,4502.7,10557.0,4674.0,0.9633,1.3058,5131.3,5002.2
841,68,76,20,26,29,3,0.012629,0.921948,13449.0,4418.6,10558.0,4525.9,0.9763,1.2738,5131.3,5002.2
842,68,80,20,26,31,5,0.018692,0.906140,13695.0,4517.6,10558.0,4445.6,1.0162,1.2971,5131.3,5002.2
843,68,84,20,26,33,7,0.024184,0.874892,14342.0,4646.9,10583.0,4218.9,1.1014,1.3552,5131.3,5002.2
844,68,88,20,26,35,9,0.029349,0.850639,14796.0,4758.2,10558.0,4299.2,1.1068,1.4014,5131.3,5002.2
845,68,92,20,26,37,11,0.034199,0.798260,13789.0,4649.5,12195.0,4417.1,1.0526,1.1307,5131.3,5002.2
846,68,96,20,26,40,14,0.038754,0.783791,14918.0,4797.3,13654.0,4663.9,1.0286,1.0926,5131.3,5002.2
847,68,100,20,26,42,16,0.043046,0.781214,15305.0,4842.7,13790.0,4727.7,1.0243,1.1099,5131.3,5002.2
848,68,104,20,26,45,19,0.047086,0.710586,16579.0,5029.6,14550.0,4832.8,1.0407,1.1395,5131.3,5002.2
849,68,108,20,26,48,22,0.050868,0.634354,17115.0,5148.9,15925.0,4773.0,1.0788,1.0747,5131.3,5002.2
850,68,112,20,26,51,25,0.054431,0.629874,16149.0,5150.2,15112.0,4747.9,1.0847,1.0686,5131.3,5002.2
851,68,116,20,26,54,28,0.057774,0.598670,18112.0,5212.2,15907.0,4901.2,1.0635,1.1386,5131.3,5002.2
852,72,72,20,27,27,0,0.000000,1.000000,13085.0,5238.7,10842.0,4976.1,1.0528,1.2069,5128.2,5047.1
853,72,76,20,27,29,2,0.006101,0.927325,14082.0,4690.5,11832.0,4369.4,1.0735,1.1902,5128.2,5047.1
854,72,80,20,27,31,4,0.012164,0.907137,13941.0,4710.5,11274.0,4424.1,1.0647,1.2366,5128.2,5047.1
855,72,84,20,27,33,6,0.017656,0.879530,14605.0,4800.5,11864.0,4669.0,1.0282,1.2310,5128.2,5047.1
856,72,88,20,27,35,8,0.022821,0.860365,14745.0,4952.4,11285.0,4692.3,1.0554,1.3066,5128.2,5047.1
857,72,92,20,27,37,10,0.027671,0.809428,15122.0,4813.5,12520.0,4489.5,1.0722,1.2078,5128.2,5047.1
858,72,96,20,27,40,13,0.032226,0.787202,16890.0,4820.7,14698.0,4844.4,0.9951,1.1491,5128.2,5047.1
859,72,100,20,27,42,15,0.036518,0.785667,14277.0,4616.4,14595.0,4833.2,0.9551,0.9782,5128.2,5047.1
860,72,104,20,27,45,18,0.040558,0.721915,15892.0,4421.3,15923.0,4957.3,0.8919,0.9981,5128.2,5047.1
861,72,108,20,27,48,21,0.044340,0.640352,15160.0,4252.0,14997.0,4766.4,0.8921,1.0109,5128.2,5047.1
862,72,112,20,27,51,24,0.047903,0.632762,15243.0,4301.7,15729.0,4834.3,0.8898,0.9691,5128.2,5047.1
863,72,116,20,27,54,27,0.051246,0.606247,16430.0,4402.9,16995.0,4952.5,0.8890,0.9668,5128.2,5047.1
864,76,76,20,29,29,0,0.000000,1.000000,12868.0,5410.6,11740.0,4917.0,1.1004,1.0961,5137.2,5133.7
865,76,80,20,29,31,2,0.006063,0.965016,14222.0,4883.6,11741.0,4541.0,1.0754,1.2113,5137.2,5133.7
866,76,84,20,29,33,4,0.011555,0.910969,14476.0,4997.2,12008.0,4501.2,1.1102,1.2055,5137.2,5133.7
867,76,88,20,29,35,6,0.016720,0.906145,15379.0,5081.3,11740.0,4439.4,1.1446,1.3100,5137.2,5133.7
868,76,92,20,29,37,8,0.021570,0.866928,15477.0,5277.3,12060.0,4558.3,1.1577,1.2833,5137.2,5133.7
869,76,96,20,29,40,11,0.026125,0.841198,15683.0,5127.5,13634.0,4717.6,1.0869,1.1503,5137.2,5133.7
870,76,100,20,29,42,13,0.030417,0.836352,16742.0,4956.7,13306.0,4784.0,1.0361,1.2582,5137.2,5133.7
871,76,104,20,29,45,16,0.034457,0.785239,15195.0,4719.3,14237.0,4865.0,0.9701,1.0673,5137.2,5133.7
872,76,108,20,29,48,19,0.038239,0.722094,15134.0,4573.9,15041.0,4825.7,0.9478,1.0062,5137.2,5133.7
873,76,112,20,29,51,22,0.041802,0.707689,15602.0,4492.0,14189.0,4812.8,0.9333,1.0996,5137.2,5133.7
874,76,116,20,29,54,25,0.045145,0.646438,17069.0,4639.6,16193.0,5124.9,0.9053,1.0541,5137.2,5133.7
875,80,80,20,31,31,0,0.000000,1.000000,14034.0,4915.2,11280.0,5167.1,0.9513,1.2441,5111.3,5015.2
876,80,84,20,31,33,2,0.005492,0.941021,14809.0,4347.2,12111.0,4857.3,0.8950,1.2228,5111.3,5015.2
877,80,88,20,31,35,4,0.010657,0.915765,14630.0,4471.1,11280.0,4808.7,0.9298,1.2970,5111.3,5015.2
878,80,92,20,31,37,6,0.015507,0.889349,15590.0,4535.7,11557.0,4610.0,0.9839,1.3490,5111.3,5015.2
879,80,96,20,31,40,9,0.020062,0.877828,15426.0,4789.1,12918.0,4584.1,1.0447,1.1941,5111.3,5015.2
880,80,100,20,31,42,11,0.024354,0.873684,16380.0,4772.2,11902.0,4510.7,1.0580,1.3762,5111.3,5015.2
881,80,104,20,31,45,14,0.028394,0.813825,15922.0,4892.0,11658.0,4517.9,1.0828,1.3658,5111.3,5015.2
882,80,108,20,31,48,17,0.032176,0.762076,16371.0,4742.0,11366.0,4403.1,1.0770,1.4403,5111.3,5015.2
883,80,112,20,31,51,20,0.035739,0.755724,17493.0,4977.9,11280.0,4426.0,1.1247,1.5508,5111.3,5015.2
884,80,116,20,31,54,23,0.039082,0.692358,16637.0,4994.5,11280.0,4379.6,1.1404,1.4749,5111.3,5015.2
885,84,84,20,33,33,0,0.000000,1.000000,14870.0,4960.6,12211.0,5193.1,0.9552,1.2178,5113.2,5068.7
886,84,88,20,33,35,2,0.005165,0.969704,14791.0,4446.9,12194.0,4767.7,0.9327,1.2130,5113.2,5068.7
887,84,92,20,33,37,4,0.010015,0.917524,15489.0,4625.1,12194.0,4887.5,0.9463,1.2702,5113.2,5068.7
888,84,96,20,33,40,7,0.014570,0.911749,15014.0,4678.6,12653.0,4693.1,0.9969,1.1866,5113.2,5068.7
889,84,100,20,33,42,9,0.018862,0.910056,16282.0,4681.5,12194.0,4635.4,1.0099,1.3352,5113.2,5068.7
890,84,104,20,33,45,12,0.022902,0.861836,16501.0,4833.7,12651.0,4677.2,1.0335,1.3043,5113.2,5068.7
891,84,108,20,33,48,15,0.026684,0.805712,16659.0,4855.0,12410.0,4600.6,1.0553,1.3424,5113.2,5068.7
892,84,112,20,33,51,18,0.030247,0.797006,17682.0,4996.5,12194.0,4663.9,1.0713,1.4501,5113.2,5068.7
893,84,116,20,33,54,21,0.033590,0.764024,17783.0,5074.6,12194.0,4619.2,1.0986,1.4583,5113.2,5068.7
894,88,88,20,35,35,0,0.000000,1.000000,16284.0,5177.9,11860.0,4908.6,1.0549,1.3730,4935.7,5005.3
895,88,92,20,35,37,2,0.004850,0.949304,15693.0,4583.6,12290.0,4484.1,1.0222,1.2769,4935.7,5005.3
896,88,96,20,35,40,5,0.009405,0.922196,15708.0,4645.5,13721.0,4658.4,0.9972,1.1448,4935.7,5005.3
897,88,100,20,35,42,7,0.013697,0.921126,15692.0,4648.0,14000.0,4733.7,0.9819,1.1209,4935.7,5005.3
898,88,104,20,35,45,10,0.017737,0.887807,16411.0,4830.1,14614.0,4659.5,1.0366,1.1230,4935.7,5005.3
899,88,108,20,35,48,13,0.021519,0.837783,15820.0,4861.8,15746.0,4766.3,1.0200,1.0047,4935.7,5005.3
900,88,112,20,35,51,16,0.025082,0.819624,16251.0,4874.1,14648.0,4621.7,1.0546,1.1094,4935.7,5005.3
901,88,116,20,35,54,19,0.028425,0.785481,17260.0,5000.5,16028.0,4538.6,1.1018,1.0769,4935.7,5005.3
902,92,92,20,37,37,0,0.000000,1.000000,16114.0,5111.1,12935.0,5010.9,1.0200,1.2458,5103.5,5032.1
903,92,96,20,37,40,3,0.004555,0.972390,15298.0,4665.0,13404.0,4625.3,1.0086,1.1413,5103.5,5032.1
904,92,100,20,37,42,5,0.008847,0.968955,15089.0,4642.8,12059.0,4034.8,1.1507,1.2513,5103.5,5032.1
905,92,104,20,37,45,8,0.012887,0.915874,16661.0,4969.4,8095.0,3581.8,1.3874,2.0582,5103.5,5032.1
906,92,108,20,37,48,11,0.016669,0.878587,17226.0,4949.7,9402.0,3817.3,1.2966,1.8322,5103.5,5032.1
907,92,112,20,37,51,14,0.020232,0.859355,16770.0,4924.6,12045.0,3967.3,1.2413,1.3923,5103.5,5032.1
908,92,116,20,37,54,17,0.023575,0.823104,17348.0,5147.0,10968.0,3675.7,1.4003,1.5817,5103.5,5032.1
909,96,96,20,40,40,0,0.000000,1.000000,17057.0,5274.6,14935.0,5154.5,1.0233,1.1421,5049.3,5024.7
910,96,100,20,40,42,2,0.004292,0.995045,17003.0,4893.7,14934.0,4873.1,1.0042,1.1385,5049.3,5024.7
911,96,104,20,40,45,5,0.008332,0.929336,16893.0,5006.0,15521.0,4906.7,1.0203,1.0884,5049.3,5024.7
912,96,108,20,40,48,8,0.012114,0.896188,16906.0,5098.3,15793.0,4924.1,1.0354,1.0705,5049.3,5024.7
913,96,112,20,40,51,11,0.015677,0.887523,16940.0,5143.6,15415.0,4859.0,1.0586,1.0989,5049.3,5024.7
914,96,116,20,40,54,14,0.019020,0.854764,16943.0,5245.2,16457.0,4969.5,1.0555,1.0295,5049.3,5024.7
915,100,100,20,42,42,0,0.000000,1.000000,17523.0,5483.0,15019.0,4837.7,1.1334,1.1667,5408.1,5212.6
916,100,104,20,42,45,3,0.004040,0.933245,17429.0,5126.8,15692.0,4713.8,1.0876,1.1107,5408.1,5212.6
917,100,108,20,42,48,6,0.007822,0.897637,18430.0,5022.3,16067.0,4554.8,1.1027,1.1471,5408.1,5212.6
918,100,112,20,42,51,9,0.011385,0.891228,19214.0,5207.9,15853.0,4711.3,1.1054,1.2120,5408.1,5212.6
919,100,116,20,42,54,12,0.014728,0.862709,19172.0,5197.9,14699.0,4640.6,1.1201,1.3043,5408.1,5212.6
920,104,104,20,45,45,0,0.000000,1.000000,18604.0,4798.2,16128.0,5368.0,0.8939,1.1535,5186.1,5130.3
921,104,108,20,45,48,3,0.003782,0.938075,17847.0,4062.7,16173.0,5227.3,0.7772,1.1035,5186.1,5130.3
922,104,112,20,45,51,6,0.007345,0.924261,17316.0,3952.1,16081.0,5220.5,0.7570,1.0768,5186.1,5130.3
923,104,116,20,45,54,9,0.010688,0.900822,18307.0,4097.2,17085.0,5287.2,0.7749,1.0715,5186.1,5130.3
924,108,108,20,48,48,0,0.000000,1.000000,17812.0,5072.9,15854.0,4299.3,1.1799,1.1235,5053.3,4971.6
925,108,112,20,48,51,3,0.003563,0.981019,17878.0,4862.5,15487.0,4229.8,1.1496,1.1544,5053.3,4971.6
926,108,116,20,48,54,6,0.006906,0.940547,18981.0,4615.0,15964.0,4262.6,1.0827,1.1890,5053.3,4971.6
927,112,112,20,51,51,0,0.000000,1.000000,18910.0,5233.3,16495.0,5472.1,0.9564,1.1464,5062.9,4882.3
928,112,116,20,51,54,3,0.003343,0.966774,18737.0,5067.4,17134.0,5319.6,0.9526,1.0936,5062.9,4882.3
929,116,116,20,54,54,0,0.000000,1.000000,18769.0,5515.1,16832.0,4439.8,1.2422,1.1151,5128.0,5089.4
